0	22	
1	128	
2	130	
3	119	
4	107	
5	95	
6	68	
7	47	
8	27	
9	18	
10	14	
11	8	
12	8	
13	4	
14	1	
15	0	
16	0	
17	0	
18	0	
19	0	
20	0	
21	0	
22	0	
23	0	
24	1	
25	0	
26	0	
27	0	
28	0	
29	0	
30	0	
31	0	
32	0	
33	0	
34	0	
35	0	
36	0	
37	0	
38	0	
39	0	
40	0	
41	0	
42	0	
43	0	
44	0	
45	0	
46	0	
47	0	
48	0	
49	0	
50	0	
51	0	
52	0	
53	0	
54	0	
55	0	
56	0	
57	0	
58	0	
59	0	
60	0	
61	0	
62	0	
63	0	
64	0	
65	0	
66	0	
67	0	
68	0	
69	0	
70	0	
71	0	
72	0	
73	0	
74	0	
75	0	
76	0	
77	0	
78	0	
79	0	
80	0	
81	0	
82	0	
83	0	
84	0	
85	0	
86	0	
87	0	
88	0	
89	0	
90	0	
91	0	
92	0	
93	0	
94	0	
95	0	
96	0	
97	0	
98	0	
99	0	
100	0	
101	0	
102	0	
103	0	
104	0	
105	0	
106	0	
107	0	
108	0	
109	0	
110	0	
111	0	
112	0	
113	0	
114	0	
115	0	
116	0	
117	0	
118	0	
119	0	
120	0	
121	0	
122	0	
123	0	
124	0	
125	0	
126	0	
127	0	
128	0	
129	0	
130	0	
131	0	
132	0	
133	0	
134	0	
135	0	
136	0	
137	0	
138	0	
139	0	
140	0	
141	0	
142	0	
143	0	
144	0	
145	0	
146	0	
147	0	
148	0	
149	0	
150	0	
151	0	
152	0	
153	0	
154	0	
155	0	
156	0	
157	0	
158	0	
159	0	
160	0	
161	0	
162	0	
163	0	
164	0	
165	0	
166	0	
167	0	
168	0	
169	0	
170	0	
171	0	
172	0	
173	0	
174	0	
175	0	
176	0	
177	0	
178	1	
179	0	
180	0	
181	0	
182	0	
183	0	
184	1	
185	0	
186	0	
187	0	
188	0	
189	0	
190	0	
191	0	
192	0	
193	0	
194	0	
195	0	
196	0	
197	1	
198	0	
199	0	
200	0	
201	0	
202	0	
203	0	
204	0	
205	0	
206	0	
207	2	
208	0	
209	0	
210	0	
211	1	
212	0	
213	0	
214	0	
215	0	
216	0	
217	1	
218	1	
219	1	
220	0	
221	0	
222	0	
223	1	
224	0	
225	0	
226	0	
227	0	
228	1	
229	0	
230	0	
231	0	
232	2	
233	0	
234	1	
235	0	
236	0	
237	0	
238	0	
239	0	
240	0	
241	2	
242	3	
243	1	
244	0	
245	2	
246	1	
247	0	
248	0	
249	2	
250	2	
251	1	
252	2	
253	2	
254	2	
255	1	
256	1	
257	1	
258	3	
259	4	
260	2	
261	2	
262	0	
263	0	
264	1	
265	2	
266	2	
267	3	
268	5	
269	5	
270	4	
271	2	
272	1	
273	3	
274	4	
275	2	
276	3	
277	2	
278	3	
279	1	
280	4	
281	1	
282	1	
283	3	
284	1	
285	2	
286	2	
287	2	
288	0	
289	4	
290	3	
291	3	
292	6	
293	7	
294	3	
295	5	
296	6	
297	4	
298	2	
299	1	
300	3	
301	2	
302	2	
303	2	
304	8	
305	4	
306	3	
307	6	
308	3	
309	3	
310	4	
311	7	
312	5	
313	4	
314	4	
315	4	
316	6	
317	5	
318	7	
319	7	
320	6	
321	4	
322	8	
323	8	
324	4	
325	4	
326	6	
327	3	
328	9	
329	8	
330	11	
331	7	
332	2	
333	4	
334	6	
335	7	
336	12	
337	6	
338	5	
339	6	
340	4	
341	8	
342	6	
343	5	
344	4	
345	8	
346	10	
347	9	
348	9	
349	8	
350	8	
351	9	
352	12	
353	11	
354	6	
355	7	
356	8	
357	13	
358	11	
359	10	
360	9	
361	9	
362	11	
363	10	
364	11	
365	8	
366	7	
367	11	
368	9	
369	10	
370	11	
371	9	
372	9	
373	9	
374	11	
375	10	
376	15	
377	8	
378	13	
379	9	
380	12	
381	11	
382	10	
383	13	
384	8	
385	6	
386	14	
387	12	
388	11	
389	8	
390	9	
391	8	
392	11	
393	9	
394	11	
395	11	
396	12	
397	6	
398	13	
399	18	
400	15	
401	9	
402	9	
403	7	
404	8	
405	10	
406	12	
407	8	
408	15	
409	15	
410	13	
411	11	
412	14	
413	10	
414	10	
415	10	
416	11	
417	13	
418	15	
419	10	
420	15	
421	16	
422	10	
423	9	
424	14	
425	17	
426	7	
427	13	
428	12	
429	13	
430	15	
431	16	
432	15	
433	16	
434	18	
435	10	
436	16	
437	15	
438	21	
439	15	
440	8	
441	16	
442	21	
443	14	
444	11	
445	13	
446	15	
447	19	
448	12	
449	10	
450	16	
451	17	
452	12	
453	16	
454	17	
455	15	
456	19	
457	9	
458	12	
459	15	
460	14	
461	10	
462	12	
463	13	
464	17	
465	13	
466	16	
467	13	
468	14	
469	18	
470	15	
471	21	
472	12	
473	15	
474	15	
475	13	
476	17	
477	16	
478	15	
479	12	
480	13	
481	14	
482	15	
483	17	
484	24	
485	28	
486	22	
487	21	
488	20	
489	26	
490	18	
491	17	
492	20	
493	19	
494	20	
495	19	
496	22	
497	26	
498	20	
499	20	
500	26	
501	25	
502	26	
503	31	
504	26	
505	36	
506	39	
507	30	
508	36	
509	44	
510	52	
511	47	
512	46	
513	40	
514	37	
515	34	
516	38	
517	44	
518	44	
519	36	
520	34	
521	54	
522	55	
523	69	
524	84	
525	82	
526	85	
527	97	
528	87	
529	61	
530	51	
531	48	
532	42	
533	37	
534	32	
535	28	
536	24	
537	20	
538	19	
539	37	
540	37	
541	30	
542	30	
543	23	
544	22	
545	18	
546	28	
547	29	
548	23	
549	31	
550	29	
551	19	
552	26	
553	24	
554	29	
555	28	
556	30	
557	25	
558	26	
559	30	
560	20	
561	17	
562	33	
563	36	
564	30	
565	28	
566	31	
567	25	
568	21	
569	34	
570	37	
571	26	
572	29	
573	30	
574	25	
575	25	
576	27	
577	27	
578	32	
579	33	
580	32	
581	33	
582	25	
583	22	
584	36	
585	38	
586	39	
587	43	
588	43	
589	45	
590	62	
591	61	
592	72	
593	64	
594	84	
595	72	
596	76	
597	78	
598	58	
599	58	
600	53	
601	53	
602	37	
603	49	
604	40	
605	40	
606	40	
607	35	
608	41	
609	43	
610	42	
611	47	
612	43	
613	40	
614	51	
615	52	
616	46	
617	38	
618	43	
619	41	
620	32	
621	39	
622	30	
623	24	
624	20	
625	38	
626	23	
627	23	
628	31	
629	25	
630	37	
631	33	
632	33	
633	35	
634	31	
635	28	
636	32	
637	32	
638	30	
639	24	
640	33	
641	40	
642	33	
643	30	
644	37	
645	30	
646	29	
647	37	
648	29	
649	29	
650	35	
651	40	
652	44	
653	37	
654	33	
655	25	
656	30	
657	39	
658	35	
659	35	
660	36	
661	31	
662	32	
663	28	
664	26	
665	42	
666	24	
667	31	
668	27	
669	33	
670	38	
671	32	
672	29	
673	30	
674	42	
675	30	
676	32	
677	34	
678	34	
679	34	
680	22	
681	28	
682	36	
683	31	
684	37	
685	41	
686	40	
687	36	
688	29	
689	22	
690	23	
691	33	
692	33	
693	33	
694	31	
695	38	
696	25	
697	40	
698	32	
699	30	
700	32	
701	31	
702	40	
703	33	
704	35	
705	39	
706	44	
707	49	
708	44	
709	29	
710	34	
711	37	
712	34	
713	27	
714	31	
715	35	
716	37	
717	46	
718	42	
719	41	
720	38	
721	40	
722	40	
723	36	
724	34	
