0	169	
1	1461	
2	1216	
3	1046	
4	814	
5	614	
6	419	
7	262	
8	154	
9	83	
10	44	
11	26	
12	12	
13	6	
14	2	
15	2	
16	0	
17	0	
18	0	
19	0	
20	0	
21	0	
22	0	
23	0	
24	0	
25	0	
26	0	
27	0	
28	0	
29	0	
30	0	
31	0	
32	0	
33	0	
34	0	
35	0	
36	0	
37	0	
38	0	
39	0	
40	0	
41	0	
42	0	
43	0	
44	0	
45	0	
46	0	
47	0	
48	0	
49	0	
50	0	
51	0	
52	0	
53	0	
54	0	
55	0	
56	0	
57	0	
58	0	
59	0	
60	0	
61	0	
62	0	
63	0	
64	0	
65	0	
66	0	
67	0	
68	0	
69	0	
70	0	
71	0	
72	0	
73	0	
74	0	
75	0	
76	0	
77	0	
78	0	
79	0	
80	0	
81	0	
82	0	
83	0	
84	0	
85	0	
86	0	
87	0	
88	0	
89	0	
90	0	
91	0	
92	0	
93	0	
94	0	
95	0	
96	0	
97	0	
98	0	
99	0	
100	0	
101	0	
102	0	
103	0	
104	0	
105	0	
106	0	
107	0	
108	0	
109	0	
110	0	
111	0	
112	0	
113	0	
114	0	
115	0	
116	0	
117	0	
118	0	
119	0	
120	0	
121	0	
122	0	
123	0	
124	0	
125	0	
126	0	
127	0	
128	0	
129	0	
130	0	
131	0	
132	0	
133	0	
134	0	
135	0	
136	0	
137	0	
138	0	
139	0	
140	0	
141	0	
142	1	
143	1	
144	0	
145	0	
146	0	
147	0	
148	0	
149	0	
150	0	
151	0	
152	0	
153	0	
154	0	
155	0	
156	0	
157	1	
158	0	
159	0	
160	0	
161	0	
162	1	
163	0	
164	0	
165	0	
166	0	
167	0	
168	0	
169	0	
170	0	
171	0	
172	0	
173	1	
174	0	
175	0	
176	0	
177	0	
178	0	
179	1	
180	0	
181	0	
182	1	
183	0	
184	0	
185	1	
186	0	
187	0	
188	1	
189	1	
190	0	
191	0	
192	2	
193	0	
194	0	
195	0	
196	0	
197	0	
198	0	
199	1	
200	0	
201	1	
202	1	
203	1	
204	1	
205	0	
206	0	
207	0	
208	2	
209	0	
210	1	
211	1	
212	1	
213	2	
214	3	
215	1	
216	1	
217	1	
218	3	
219	3	
220	3	
221	3	
222	4	
223	3	
224	4	
225	2	
226	2	
227	3	
228	4	
229	7	
230	4	
231	3	
232	8	
233	5	
234	4	
235	7	
236	6	
237	6	
238	5	
239	7	
240	6	
241	8	
242	5	
243	5	
244	5	
245	7	
246	8	
247	8	
248	8	
249	7	
250	8	
251	10	
252	10	
253	11	
254	15	
255	15	
256	10	
257	11	
258	14	
259	11	
260	7	
261	7	
262	18	
263	12	
264	20	
265	13	
266	16	
267	15	
268	11	
269	19	
270	20	
271	11	
272	14	
273	24	
274	22	
275	20	
276	20	
277	24	
278	33	
279	31	
280	20	
281	26	
282	27	
283	30	
284	33	
285	36	
286	28	
287	21	
288	36	
289	30	
290	31	
291	32	
292	30	
293	28	
294	44	
295	42	
296	32	
297	34	
298	34	
299	37	
300	45	
301	38	
302	33	
303	36	
304	36	
305	44	
306	48	
307	50	
308	50	
309	44	
310	36	
311	35	
312	48	
313	47	
314	44	
315	41	
316	33	
317	36	
318	46	
319	52	
320	41	
321	47	
322	57	
323	62	
324	60	
325	58	
326	53	
327	37	
328	57	
329	63	
330	66	
331	59	
332	55	
333	69	
334	53	
335	66	
336	54	
337	47	
338	60	
339	55	
340	47	
341	53	
342	51	
343	67	
344	57	
345	59	
346	58	
347	58	
348	60	
349	65	
350	61	
351	57	
352	74	
353	68	
354	61	
355	74	
356	68	
357	64	
358	59	
359	65	
360	78	
361	65	
362	69	
363	62	
364	71	
365	78	
366	83	
367	82	
368	68	
369	54	
370	60	
371	77	
372	74	
373	79	
374	63	
375	63	
376	79	
377	86	
378	77	
379	73	
380	75	
381	65	
382	79	
383	72	
384	97	
385	77	
386	81	
387	79	
388	76	
389	71	
390	80	
391	84	
392	74	
393	74	
394	74	
395	84	
